,seen_m1,seen_m2,seen_m3,seen_m4,seen_m5,seen_m6,rate_m1,rate_m2,rate_m3,rate_m4,rate_m5,rate_m6,rate_han,rate_luke,rate_leia,rate_anakin,rate_obiwan,rate_palpatine,rate_vader,rate_lando,rate_boba,rate_c3p0,rate_r2d2,rate_jarjar,rate_padme,rate_yoda,house_income,edu,seen_any_Yes,fan_sw_No,fan_sw_Yes,shot_first_Greedo,shot_first_Han,shot_first_idk,know_eu_No,know_eu_Yes,fan_eu_No,fan_eu_Yes,fan_st_No,fan_st_Yes,gender_Female,gender_Male,region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,age_min
501,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,6.0,5.0,1.0,2.0,2,2,1,0,2,0,1,0,0,2,2,-1,-1,2,1.0,16.0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,30.0
503,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,6.0,4.0,1.0,2.0,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1.0,16.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,30.0
505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,6.0,3.0,4.0,2,2,2,2,2,2,-2,0,1,2,2,0,0,2,1.0,14.0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,60.0
506,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,2.0,1.0,2,2,2,1,2,-1,-2,0,0,2,2,0,0,2,1.0,19.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,60.0
507,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,6.0,2.0,1.0,2,2,2,2,2,-1,-2,0,0,2,2,0,0,2,1.0,19.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,60.0
508,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,6.0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,60.0
509,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,5.0,6.0,2,2,2,1,1,1,0,1,0,1,1,0,0,2,0.0,14.0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,60.0
514,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,6.0,2.0,1.0,2,2,1,1,2,1,-2,1,0,2,2,1,0,2,0.0,14.0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,45.0
517,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,4.0,5.0,1.0,2.0,1,-1,0,1,1,1,1,0,2,1,2,-1,1,1,1.0,16.0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,18.0
518,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,3.0,2.0,1.0,2,2,2,1,2,-2,0,0,0,0,1,-2,0,2,0.0,14.0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,18.0
519,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,3.0,2.0,1.0,5.0,2,2,2,2,2,-1,2,1,0,2,2,-2,1,2,1.0,16.0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,60.0
520,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,1,1,0,2,0,0,2,0,2,2,0,0,2,1.0,19.0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,45.0
521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,6.0,2.0,1,2,2,1,2,1,2,1,0,0,2,0,0,2,1.0,14.0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,18.0
522,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,1,2,2,2,2,1,2,0,0,2,2,0,0,2,1.0,16.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,60.0
523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,2.0,6.0,2,2,2,0,2,0,2,0,0,2,2,0,0,2,1.0,12.0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,60.0
524,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0,4.0,5.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,19.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,60.0
527,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,1.0,3.0,2,2,2,0,0,0,-2,1,0,2,2,0,0,2,1.0,16.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,30.0
528,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,1.0,2.0,3.0,2,2,2,0,1,1,2,1,0,1,2,-1,-1,0,0.0,16.0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,30.0
529,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,2,2,2,2,0,1,1,0,2,2,0,0,1,0.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,60.0
530,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,3.0,1.0,2.0,2,2,2,1,2,2,2,2,2,2,2,-1,2,2,0.0,16.0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,30.0
531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,0,2,1,0,2,0,1,0,0,0,2,0,0,1,0.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,30.0
532,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,2,2,0,0,0,2,0,0,2,2,-2,-2,2,1.0,19.0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,30.0
534,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,14.0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,60.0
535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,3.0,2,2,2,2,2,0,-1,2,0,2,2,2,0,2,1.0,16.0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,45.0
537,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,5.0,6.0,2,2,1,1,2,1,1,1,1,2,2,1,2,2,1.0,16.0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,60.0
538,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,2.0,1.0,4.0,3.0,2,2,2,2,2,1,-1,1,0,2,2,-2,0,2,1.0,19.0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,45.0
541,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,1.0,2.0,2,2,2,0,2,0,1,1,0,2,2,0,0,0,1.0,16.0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,45.0
545,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,1.0,2.0,3.0,2,1,2,1,2,-2,1,-1,0,1,2,-1,-1,2,1.0,16.0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,45.0
549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,3.0,2.0,4.0,2,2,2,2,2,1,2,1,2,1,1,1,1,2,1.0,12.0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,60.0
551,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,12.0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,30.0
552,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,6.0,4.0,1.0,2.0,2,2,2,2,2,0,2,1,1,2,2,0,0,2,1.0,19.0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,60.0
555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,45.0
556,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,5.0,1.0,2.0,2,2,1,1,2,0,-1,0,0,1,2,1,0,-1,1.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,45.0
561,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,6.0,4.0,1.0,2.0,2,2,2,2,2,-2,-2,0,-1,2,2,0,-1,2,1.0,14.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,45.0
563,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,4.0,1.0,6.0,2,2,2,2,2,2,2,2,1,2,2,2,1,2,0.0,14.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,60.0
564,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,2.0,1.0,3.0,2,2,2,-1,2,-2,1,0,0,2,2,-1,1,2,0.0,16.0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,18.0
565,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,2,2,-1,2,-1,2,2,2,2,2,0,-1,1,0.0,16.0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,45.0
568,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,2.0,1.0,3.0,2,2,2,-2,2,1,2,2,2,-1,-1,-2,-1,1,1.0,14.0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,18.0
569,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,3.0,1.0,2.0,1,1,0,-2,0,2,2,0,2,-1,-1,-2,-2,1,0.0,14.0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,30.0
570,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,6.0,5.0,1.0,2,2,2,2,2,-2,-2,2,0,2,2,1,1,1,1.0,16.0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,45.0
571,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,2.0,1.0,2,2,2,0,2,0,-2,0,2,2,0,0,0,2,1.0,12.0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,60.0
572,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,5.0,6.0,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1.0,14.0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,45.0
574,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,6.0,2.0,3.0,2,2,2,2,2,2,2,0,0,2,2,1,2,2,0.0,14.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,30.0
576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,2.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,18.0
581,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,6.0,3.0,2.0,2,2,-1,-1,2,0,2,0,2,2,2,0,1,2,1.0,14.0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,18.0
584,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,14.0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,60.0
585,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,2.0,1.0,3.0,2,2,2,-2,2,2,2,2,1,1,1,-2,-2,1,0.0,19.0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,18.0
586,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,2.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,16.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,60.0
590,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,5.0,6.0,1,1,1,1,2,-2,-1,0,-2,1,2,0,1,1,1.0,16.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,18.0
591,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,6.0,3.0,2.0,1.0,2,2,2,2,2,0,2,2,1,0,0,0,0,2,0.0,19.0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,30.0
592,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,5.0,6.0,2.0,0,1,1,1,1,0,1,0,0,1,1,2,2,1,0.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,18.0
593,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,1.0,2.0,3.0,2,2,2,1,2,0,2,0,0,2,2,2,1,2,1.0,16.0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,45.0
594,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,2.0,5.0,3.0,2,2,2,1,2,0,1,1,0,1,1,-2,2,2,1.0,16.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,18.0
595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,4.0,5.0,2,2,2,2,2,-1,0,1,0,2,2,-1,2,2,1.0,19.0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,60.0
598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,2,2,2,2,0,-2,0,0,0,2,0,0,2,1.0,19.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,60.0
600,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,6.0,2,2,2,2,2,1,2,1,1,2,2,0,0,2,1.0,19.0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,60.0
601,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,3.0,2.0,1.0,4.0,2,2,2,1,2,1,2,1,0,1,2,-2,-1,1,1.0,14.0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,30.0
602,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,3.0,2.0,4.0,5.0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0.0,12.0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,18.0
603,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,1.0,2.0,3.0,2,2,2,2,2,-2,-2,1,-1,2,2,1,2,2,1.0,12.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,30.0
604,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,2,2,2,2,2,0,2,1,1,1,1,1,1,2,1.0,12.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,18.0
606,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,6.0,1.0,2.0,2,2,2,2,2,0,2,0,0,2,2,0,0,2,1.0,16.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,30.0
607,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,2,2,1,2,0,1,0,0,1,1,-1,1,2,1.0,14.0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,30.0
608,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,1.0,3.0,2,1,1,1,2,0,-2,1,-2,1,1,-2,1,2,0.0,16.0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,45.0
609,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,1,1,1,1,-1,-1,0,0,1,2,1,1,2,1.0,14.0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,30.0
620,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,3.0,2.0,1.0,2,2,2,1,2,0,0,2,0,2,2,0,0,2,1.0,14.0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,60.0
621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,2,1,1,0,1,0,-2,0,0,1,2,-1,0,1,1.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,60.0
622,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,2.0,1.0,3.0,2,1,2,1,1,-2,1,0,1,0,0,0,2,1,1.0,14.0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,45.0
623,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,3.0,2.0,1.0,2,2,2,2,1,1,0,2,0,2,2,1,1,0,1.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,60.0
625,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,2,2,1,2,-2,2,1,-2,1,-2,-2,2,2,1.0,19.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,60.0
626,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,6.0,2,2,2,0,2,0,0,0,0,2,2,0,0,2,0.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,60.0
627,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,5.0,6.0,2,2,2,2,0,0,2,0,0,2,2,2,1,2,1.0,12.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,30.0
630,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,1,1,1,1,1,0,-2,0,0,2,2,0,0,2,0.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,45.0
632,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,3.0,4.0,1.0,2.0,2,2,2,2,2,-2,1,1,2,1,1,-2,1,2,1.0,16.0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,30.0
634,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,1.0,2,2,2,2,2,1,1,0,0,2,2,1,1,2,0.0,14.0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,45.0
635,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,3.0,2.0,1.0,2,1,2,-1,2,-1,2,1,0,1,2,-2,-1,2,0.0,16.0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,18.0
636,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,2,2,0,2,0,2,2,2,2,2,2,0,2,1.0,19.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,60.0
637,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,2,2,2,2,0,-2,1,-2,2,2,0,0,2,1.0,19.0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,45.0
639,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,1,2,1,1,0,2,0,0,1,1,0,0,2,1.0,19.0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,45.0
640,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,1,2,2,1,2,0,1,1,0,2,2,0,0,0,1.0,14.0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,60.0
641,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,14.0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,60.0
642,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,-1,0,2,0,2,0,1,0,1,1,1,0,0,1,0.0,16.0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,18.0
643,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,6.0,1.0,3.0,2,2,2,0,0,0,-1,0,0,1,1,0,0,1,0.0,16.0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,60.0
645,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,3.0,1.0,2.0,2,2,2,2,2,-2,-2,1,-1,2,2,-1,2,2,0.0,19.0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,60.0
650,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,1,1,0,0,0,0,0,-1,-1,-2,-2,-1,-1,-2,1.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,60.0
652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,6.0,4.0,1,2,-1,-2,-1,-2,-2,-2,-2,0,0,0,-2,-1,0.0,14.0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,60.0
653,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,5.0,4.0,1,1,1,1,1,-1,-2,0,0,2,2,2,1,2,0.0,19.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,18.0
654,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2,2,2,2,2,0,-1,1,0,2,2,0,0,2,1.0,16.0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,60.0
656,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,2.0,6.0,1.0,2,2,2,1,2,0,-1,1,-2,2,2,-2,0,2,0.0,16.0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,18.0
657,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,3.0,2.0,1.0,2,2,2,2,2,0,2,2,2,2,2,-2,2,2,1.0,19.0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,30.0
658,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,6.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,16.0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,60.0
659,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,2,2,2,2,0,-2,0,0,2,2,0,0,2,1.0,19.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,30.0
662,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,6.0,2,2,2,2,2,1,2,1,1,0,2,1,1,1,1.0,14.0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,60.0
664,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,0,1,2,0,0,-1,0,0,0,0,2,0,0,1,1.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,60.0
665,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,6.0,1.0,2.0,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1.0,14.0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,60.0
671,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,5.0,6.0,1.0,2,2,2,2,2,0,-2,0,0,2,2,0,0,2,1.0,16.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,60.0
673,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,3.0,2.0,2,2,2,2,2,1,-1,-1,-1,2,2,0,2,2,1.0,19.0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,60.0
675,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,3.0,1.0,2,1,1,0,2,0,1,-1,1,1,1,-1,0,2,1.0,14.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,45.0
676,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,4.0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,14.0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,30.0
677,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,1.0,2.0,2,2,2,0,2,1,1,0,0,2,2,0,0,2,1.0,16.0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,60.0
